time(sec.) 	 T(degreeC.) 	 Q(W.) 
464 	 39.416000 	 75.000000 
465 	 39.408000 	 75.000000 
466 	 39.372000 	 75.000000 
467 	 39.498000 	 75.000000 
468 	 39.511000 	 75.000000 
469 	 39.530000 	 75.000000 
470 	 39.531000 	 75.000000 
471 	 39.490000 	 75.000000 
472 	 39.524000 	 75.000000 
473 	 39.503000 	 75.000000 
474 	 39.414000 	 75.000000 
475 	 39.353000 	 75.000000 
476 	 39.349000 	 75.000000 
477 	 39.460000 	 75.000000 
478 	 39.515000 	 75.000000 
479 	 39.416000 	 75.000000 
480 	 39.387000 	 75.000000 
481 	 39.400000 	 75.000000 
482 	 39.310000 	 75.000000 
483 	 39.231000 	 75.000000 
484 	 39.249000 	 75.000000 
485 	 39.210000 	 76.200000 
486 	 39.220000 	 87.200000 
487 	 39.195000 	 98.200000 
488 	 39.277000 	 100.000000 
489 	 39.355000 	 100.000000 
490 	 39.487000 	 100.000000 
491 	 39.478000 	 100.000000 
492 	 39.500000 	 100.000000 
493 	 39.522000 	 100.000000 
494 	 39.563000 	 100.000000 
495 	 39.650000 	 100.000000 
496 	 39.630000 	 100.000000 
497 	 39.591000 	 100.000000 
498 	 39.599000 	 100.000000 
499 	 39.607000 	 100.000000 
500 	 39.590000 	 100.000000 
501 	 39.601000 	 100.000000 
502 	 39.578000 	 100.000000 
503 	 39.583000 	 100.000000 
504 	 39.504000 	 100.000000 
505 	 39.498000 	 100.000000 
506 	 39.451000 	 100.000000 
507 	 39.415000 	 100.000000 
508 	 39.424000 	 100.000000 
509 	 39.489000 	 100.000000 
510 	 39.528000 	 100.000000 
511 	 39.583000 	 100.000000 
512 	 39.590000 	 100.000000 
513 	 39.581000 	 100.000000 
514 	 39.562000 	 100.000000 
515 	 39.642000 	 100.000000 
516 	 39.672000 	 100.000000 
517 	 39.670000 	 100.000000 
518 	 39.650000 	 100.000000 
519 	 39.652000 	 100.000000 
520 	 39.729000 	 100.000000 
521 	 39.769000 	 100.000000 
522 	 39.779000 	 100.000000 
523 	 39.798000 	 100.000000 
524 	 39.808000 	 100.000000 
525 	 39.876000 	 100.000000 
526 	 39.902000 	 100.000000 
527 	 39.978000 	 100.000000 
528 	 40.004000 	 100.000000 
529 	 40.085000 	 99.900000 
530 	 40.080000 	 97.600000 
531 	 40.099000 	 86.600000 
532 	 40.097000 	 75.600000 
533 	 40.059000 	 64.600000 
534 	 40.117000 	 59.000000 
535 	 40.158000 	 58.900000 
536 	 40.163000 	 55.400000 
537 	 40.219000 	 55.200000 
538 	 39.998000 	 48.500000 
539 	 39.938000 	 48.600000 
540 	 39.943000 	 50.800000 
541 	 39.957000 	 50.600000 
542 	 39.907000 	 50.600000 
543 	 39.943000 	 50.300000 
544 	 40.088000 	 50.100000 
545 	 40.185000 	 50.000000 
546 	 40.246000 	 50.000000 
547 	 40.227000 	 50.000000 
548 	 40.241000 	 50.000000 
549 	 40.215000 	 50.000000 
550 	 40.212000 	 50.000000 
551 	 40.360000 	 50.000000 
552 	 40.404000 	 50.000000 
553 	 40.437000 	 50.000000 
554 	 40.442000 	 50.000000 
555 	 40.408000 	 50.000000 
556 	 40.406000 	 50.000000 
557 	 40.426000 	 50.000000 
558 	 40.342000 	 50.000000 
559 	 40.364000 	 50.000000 
560 	 40.383000 	 50.000000 
561 	 40.393000 	 50.000000 
562 	 40.298000 	 50.000000 
563 	 40.297000 	 50.000000 
564 	 40.305000 	 50.000000 
565 	 40.252000 	 50.000000 
566 	 40.246000 	 50.000000 
567 	 40.285000 	 50.000000 
568 	 40.333000 	 50.000000 
569 	 40.249000 	 50.000000 
570 	 40.321000 	 50.000000 
571 	 40.330000 	 50.000000 
572 	 40.250000 	 50.000000 
573 	 40.285000 	 50.000000 
574 	 40.287000 	 50.000000 
575 	 40.284000 	 50.000000 
576 	 40.224000 	 50.000000 
577 	 40.168000 	 50.000000 
578 	 40.098000 	 50.000000 
579 	 39.950000 	 50.000000 
580 	 39.910000 	 50.000000 
581 	 39.928000 	 50.000000 
582 	 40.028000 	 50.000000 
583 	 40.104000 	 50.000000 
584 	 40.021000 	 50.000000 
585 	 40.075000 	 50.000000 
586 	 40.150000 	 50.000000 
587 	 40.210000 	 50.000000 
588 	 40.320000 	 50.000000 
589 	 40.307000 	 50.000000 
590 	 40.312000 	 50.000000 
591 	 40.369000 	 50.000000 
592 	 40.303000 	 50.000000 
593 	 40.296000 	 50.000000 
594 	 40.279000 	 50.000000 
595 	 40.252000 	 50.000000 
596 	 40.138000 	 50.000000 
597 	 40.060000 	 50.000000 
598 	 40.013000 	 50.000000 
599 	 39.952000 	 50.000000 
600 	 40.007000 	 50.000000 
601 	 40.055000 	 50.000000 
602 	 40.050000 	 50.000000 
603 	 40.062000 	 50.000000 
604 	 40.041000 	 50.000000 
605 	 40.074000 	 50.000000 
606 	 40.106000 	 50.000000 
607 	 40.127000 	 50.000000 
608 	 40.101000 	 50.000000 
609 	 40.039000 	 50.000000 
610 	 40.026000 	 50.000000 
