;content of C:\Users\Bruker\AppData\Local\Temp\92fetmp-50337042.raw - (Diffrac Plus V4 file)
_FILEVERSION = 3
_SAMPLE = Commander Sample ID
_+SAMPLE
_USER = Lab Manager
_GONIOMETER_CODE = 21
_STAGE_CODE = 4
; Goniometer : D8 theta/theta, stage : Open eulerian craddle
_SAMPLE_CHANGER_CODE = 0
_ATTACHMENTS_CODE = 0
_GONIOMETER_RADIUS = 415
_MONOCHROMATOR = 0
; Incident beam monochromator : None
_BETA_FILTER = N
_ANALYZER_CODE = 0
; Received beam analyzer : None
_DATEMEASURED = 09-Dec-2020 13:42:57
_RUNTIME = 12.36928
_WL_UNIT = A
_WL1 = 1.5406
_WL2 = 1.54439
_WL3 = 1.39222
_WLRATIO = 0.5
_ANODE = Cu
_V4_INF_USER = Lab Manager
_V4_INF_SAMPLEID = Commander Sample ID
_V4_INF_CREATOR = V5Converter
_V4_INF_CREATOR_VERSION = 3.3.47.0
_V4_INF_SUBSTRATE = Si (no database)
_V4_INF_LAYER = Si (no database)

; Data for range 1
_DRIVE = COUPLED
_STEPTIME = 76.8
_STEPSIZE = 0.02026
_STEPMODE = C
_START = 20
_THETA = 9.9639
_2THETA = 20
_KHI = -0.25
_PHI = 0
_X = -10.255
_Y = -0.555
_Z = 0.7095
_DETECTORSLIT = out
_AUX2 = 0
_TIMESTARTED = 0
_KV = 40
_MA = 40
_RANGE_WL = 1.5406
_3DPLANE = 0
_V4_PSD2THETA = 9999
_V4_PSDCHANNEL1 = 0
_V4_PSDAPERTURE = 2.083855
_V4_PSDTYPE = 5
_V4_PSDFIXED = 0
_V4_COUNTERS_MASK = 1
_V4_DRIVES_MASK = 0
_V4_ENCODERS_MASK = 0
_2THETACOUNTS = 1
; 2THETA	Cnt2_D1	
33.817116	5.000000	
33.837376	7.000000	
33.857636	15.000000	
33.877895	8.000000	
33.898155	8.000000	
33.918415	7.000000	
33.938674	11.000000	
33.958934	14.000000	
33.979194	9.000000	
33.999454	6.000000	
34.019713	15.000000	
34.039973	8.000000	
34.060233	9.000000	
34.080492	8.000000	
34.100752	6.000000	
34.121012	13.000000	
34.141271	10.000000	
34.161531	5.000000	
34.181791	4.000000	
34.202051	8.000000	
34.222310	9.000000	
34.242570	12.000000	
34.262830	7.000000	
34.283089	14.000000	
34.303349	16.000000	
34.323609	8.000000	
34.343868	10.000000	
34.364128	6.000000	
34.384388	19.000000	
34.404648	9.000000	
34.424907	10.000000	
34.445167	10.000000	
34.465427	8.000000	
34.485686	13.000000	
34.505946	6.000000	
34.526206	11.000000	
34.546465	6.000000	
34.566725	12.000000	
34.586985	12.000000	
34.607245	9.000000	
34.627504	6.000000	
34.647764	5.000000	
34.668024	13.000000	
34.688283	4.000000	
34.708543	6.000000	
34.728803	5.000000	
34.749062	7.000000	
34.769322	6.000000	
34.789582	3.000000	
34.809842	12.000000	
34.830101	12.000000	
34.850361	10.000000	
34.870621	5.000000	
34.890880	12.000000	
34.911140	8.000000	
34.931400	7.000000	
34.951659	15.000000	
34.971919	8.000000	
34.992179	6.000000	
35.012439	8.000000	
35.032698	10.000000	
35.052958	8.000000	
35.073218	4.000000	
35.093477	4.000000	
35.113737	9.000000	
35.133997	9.000000	
35.154257	10.000000	
35.174516	7.000000	
35.194776	6.000000	
35.215036	6.000000	
35.235295	6.000000	
35.255555	14.000000	
35.275815	8.000000	
35.296074	4.000000	
35.316334	7.000000	
35.336594	11.000000	
35.356854	9.000000	
35.377113	7.000000	
35.397373	7.000000	
35.417633	8.000000	
35.437892	10.000000	
35.458152	4.000000	
35.478412	8.000000	
35.498671	9.000000	
35.518931	9.000000	
35.539191	8.000000	
35.559451	5.000000	
35.579710	9.000000	
35.599970	7.000000	
35.620230	8.000000	
35.640489	9.000000	
35.660749	7.000000	
35.681009	6.000000	
35.701268	12.000000	
35.721528	8.000000	
35.741788	9.000000	
35.762048	12.000000	
35.782307	4.000000	
35.802567	7.000000	
35.822827	8.000000	
