
,t,E,I,assortment
,25.4,0.493520468473434,5.80990202724934E-5,C
,25.5,0.491430044174194,5.79579398036003E-5,C
,25.6,0.489491105079651,5.78507371246815E-5,C
,25.7,0.487444251775742,5.77379278838634E-5,C
,25.8,0.485490053892136,5.7642363011837E-5,C
,25.9,0.483503609895706,5.75705729424953E-5,C
,26.0,0.481388926506042,5.74734471738338E-5,C
,26.1,0.479517340660095,5.74067048728466E-5,C
,26.2,0.477510303258896,5.7336587458849E-5,C
,26.3,0.475477159023285,5.72686195373535E-5,C
,26.4,0.473449110984802,5.72039037942886E-5,C
,26.5,0.471489518880844,5.71407414972782E-5,C
,26.6,0.469533294439316,5.70948421955109E-5,C
,26.7,0.467420667409897,5.70368133485317E-5,C
,26.8,0.465456038713455,5.69912008941174E-5,C
,26.9,0.463498651981354,5.69462701678276E-5,C
,27.0,0.461428225040436,5.68957589566708E-5,C
,27.1,0.459538549184799,5.68647049367428E-5,C
,27.2,0.457548826932907,5.68236783146858E-5,C
,27.3,0.455466091632843,5.67792952060699E-5,C
,27.4,0.453433126211166,5.67360185086727E-5,C
,27.5,0.451485008001328,5.67072592675686E-5,C
,27.6,0.449439495801926,5.66623099148273E-5,C
,27.7,0.447492659091949,5.66324293613434E-5,C
,27.8,0.445558845996857,5.65996915102005E-5,C
,27.9,0.443510353565216,5.65628670156002E-5,C
,28.0,0.441530764102936,5.65356388688087E-5,C
,28.1,0.439506322145462,5.64984679222107E-5,C
,28.2,0.437449544668198,5.64665943384171E-5,C
,28.3,0.43552428483963,5.64384385943413E-5,C
,28.4,0.433565348386765,5.64154870808125E-5,C
,28.5,0.431458115577698,5.63566498458385E-5,C
,28.6,0.429545193910599,5.63522763550282E-5,C
,28.7,0.427497297525406,5.63214309513569E-5,C
,28.8,0.425511538982391,5.62953166663647E-5,C
,28.9,0.423514246940613,5.62685951590538E-5,C
,29.0,0.421547293663025,5.62435425817966E-5,C
,29.1,0.419548183679581,5.62217086553574E-5,C
,29.2,0.417454808950424,5.6194145232439E-5,C
,29.3,0.415523141622543,5.61771616339684E-5,C
,29.4,0.413568407297134,5.61631470918655E-5,C
,29.5,0.411560952663422,5.61361722648144E-5,C
,29.6,0.409510552883148,5.61187751591206E-5,C
,29.7,0.407588362693787,5.60954585671425E-5,C
,29.8,0.405524611473083,5.60811311006546E-5,C
,29.9,0.403521776199341,5.60571104288101E-5,C
,30.0,0.401423096656799,5.60319572687149E-5,C
,30.1,0.399494349956512,5.60139082372189E-5,C
,30.2,0.397559493780136,5.59944398701191E-5,C
,30.3,0.395474284887314,5.59675879776478E-5,C
,30.4,0.39344909787178,5.5949792265892E-5,C
,30.5,0.39143705368042,5.59256076812744E-5,C
,30.6,0.389406651258469,5.59044554829597E-5,C
,30.7,0.387470126152039,5.58872520923615E-5,C
,30.8,0.385502278804779,5.58648928999901E-5,C
,30.9,0.383514255285263,5.58440163731575E-5,C
,31.0,0.381375998258591,5.58161437511444E-5,C
,31.1,0.379465758800507,5.5799413472414E-5,C
,31.2,0.377605617046356,5.57825677096844E-5,C
,31.3,0.375506490468979,5.57571910321712E-5,C
,31.4,0.373553723096848,5.57386502623558E-5,C
,31.5,0.371490627527237,5.57158030569553E-5,C
,31.6,0.369476586580276,5.56934401392937E-5,C
,31.7,0.367511868476868,5.56757487356663E-5,C
,31.8,0.365495264530182,5.56511506438255E-5,C
,31.9,0.363414406776428,5.56264407932758E-5,C
,32.0,0.361476004123688,5.56162036955357E-5,C
,32.1,0.359574168920517,5.56017979979515E-5,C
,32.2,0.357480198144913,5.5577602237463E-5,C
,32.3,0.355357974767685,5.55483922362328E-5,C
,32.4,0.353540152311325,5.55421598255634E-5,C
,32.5,0.351478666067123,5.55102601647377E-5,C
,32.6,0.349507182836533,5.549705773592E-5,C
,32.7,0.347450435161591,5.54823838174343E-5,C
,32.8,0.345507979393005,5.54598346352577E-5,C
