
,t,E,I,assortment
,38.3,0.235531434416771,1.37853631749749E-5,C
,38.4,0.23356993496418,1.37587701901793E-5,C
,38.5,0.231539219617844,1.37247396633029E-5,C
,38.6,0.22953687608242,1.36941038072109E-5,C
,38.7,0.227565705776215,1.36668402701616E-5,C
,38.8,0.225559771060944,1.36307226493955E-5,C
,38.9,0.223597660660744,1.35985370725393E-5,C
,39.0,0.221507087349892,1.35566405951977E-5,C
,39.1,0.219468832015991,1.35174430906773E-5,C
,39.2,0.217511758208275,1.34798977524042E-5,C
,39.3,0.215503558516502,1.34405065327883E-5,C
,39.4,0.213542371988297,1.3399095274508E-5,C
,39.5,0.211382389068604,1.3347233645618E-5,C
,39.6,0.209576696157455,1.3309889473021E-5,C
,39.7,0.207521796226501,1.32563458755612E-5,C
,39.8,0.205533042550087,1.32093131542206E-5,C
,39.9,0.203582108020782,1.31583213806152E-5,C
,40.0,0.201523050665855,1.3095554895699E-5,C
,40.1,0.19952081143856,1.30393709987402E-5,C
,40.2,0.197499364614487,1.29734175279737E-5,C
,40.3,0.195522725582123,1.29118040204048E-5,C
,40.4,0.193536266684532,1.28416009247303E-5,C
,40.5,0.191550359129906,1.27705028280616E-5,C
,40.6,0.189642980694771,1.26997027546167E-5,C
,40.7,0.187546774744987,1.26135023310781E-5,C
,40.8,0.185565382242203,1.25300139188766E-5,C
,40.9,0.18353433907032,1.24397203326225E-5,C
,41.0,0.181558400392532,1.23441657051444E-5,C
,41.1,0.179619356989861,1.2249855324626E-5,C
,41.2,0.177559167146683,1.21373049914837E-5,C
,41.3,0.175599366426468,1.20299560949206E-5,C
,41.4,0.173553884029388,1.1913207359612E-5,C
,41.5,0.171540483832359,1.17824580520391E-5,C
,41.6,0.169575989246368,1.16526940837502E-5,C
,41.7,0.16753762960434,1.15127163007855E-5,C
,41.8,0.165559574961662,1.13641368225217E-5,C
,41.9,0.163559809327126,1.12086897715926E-5,C
,42.0,0.161532461643219,1.10360598191619E-5,C
,42.1,0.159564211964607,1.08659863471985E-5,C
,42.2,0.157619535923004,1.06780724599957E-5,C
,42.3,0.155575662851334,1.0481801815331E-5,C
,42.4,0.153628185391426,1.0278076864779E-5,C
,42.5,0.15162281692028,1.00601399317384E-5,C
,42.6,0.149647831916809,9.83195379376411E-6,C
,42.7,0.147622123360634,9.58906579762697E-6,C
,42.8,0.145616978406906,9.3306852504611E-6,C
